,rawContent,caseFolding,cleaning,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_normalized,tweet_tokens_stemmed
225,Apaan dah capek gw cooo ga jelas bet dikasih tim beban cooo gw player solo tolongg lahh musuh nya satu tim jago jago percuma jir klo main nya dari early dah bantai tapi ga ada yg mau end sama aja boong klo gitu mah keseimbangan matchmaking nya dong tolong diperbaiki,apaan dah capek gw cooo ga jelas bet dikasih tim beban cooo gw player solo tolongg lahh musuh nya satu tim jago jago percuma jir klo main nya dari early dah bantai tapi ga ada yg mau end sama aja boong klo gitu mah keseimbangan matchmaking nya dong tolong diperbaiki,apaan dah capek gw cooo ga jelas bet dikasih tim beban cooo gw player solo tolongg lahh musuh nya satu tim jago jago percuma jir klo main nya dari early dah bantai tapi ga ada yg mau end sama aja boong klo gitu mah keseimbangan matchmaking nya dong tolong diperbaiki,"['apaan', 'dah', 'capek', 'gw', 'cooo', 'ga', 'jelas', 'bet', 'dikasih', 'tim', 'beban', 'cooo', 'gw', 'player', 'solo', 'tolongg', 'lahh', 'musuh', 'nya', 'satu', 'tim', 'jago', 'jago', 'percuma', 'jir', 'klo', 'main', 'nya', 'dari', 'early', 'dah', 'bantai', 'tapi', 'ga', 'ada', 'yg', 'mau', 'end', 'sama', 'aja', 'boong', 'klo', 'gitu', 'mah', 'keseimbangan', 'matchmaking', 'nya', 'dong', 'tolong', 'diperbaiki']",<FreqDist with 41 samples and 50 outcomes>,"['capek', 'cooo', 'dikasih', 'tim', 'beban', 'cooo', 'player', 'tolongg', 'lahh', 'tim', 'jir', 'klo', 'early', 'bantai', 'end', 'boong', 'klo', 'keseimbangan', 'diperbaiki']","['lelah,', 'cooo', 'dikasih', 'tim', 'beban', 'cooo', 'pengguna,', 'tolongg', 'lahh', 'tim', 'anjing,', 'kalau,', 'early', 'bantai', 'end', 'boong', 'kalau,', 'keseimbangan', 'diperbaiki']","['lelah', 'cooo', 'kasih', 'tim', 'beban', 'cooo', 'guna', 'tolongg', 'lahh', 'tim', 'anjing', 'kalau', 'early', 'bantai', 'end', 'boong', 'kalau', 'imbang', 'baik']"
226,match making nya benerin dikit,match making nya benerin dikit,match making nya benerin dikit,"['match', 'making', 'nya', 'benerin', 'dikit']",<FreqDist with 5 samples and 5 outcomes>,"['making', 'dikit']","['membuat,', 'dikit']","['buat', 'dikit']"
227,"Monton mohon lah kenapa saya lose strek banyak gimana monton kenapa salah saya apa ya sussah jadinya naik rank ngestak di legend Mulu, jadi nambah stres Gampng ngeleg mending pindah ke honor of king biar relaks :)","monton mohon lah kenapa saya lose strek banyak gimana monton kenapa salah saya apa ya sussah jadinya naik rank ngestak di legend mulu, jadi nambah stres gampng ngeleg mending pindah ke honor of king biar relaks :)",monton mohon lah kenapa saya lose strek banyak gimana monton kenapa salah saya apa ya sussah jadinya naik rank ngestak di legend mulu jadi nambah stres gampng ngeleg mending pindah ke honor of king biar relaks,"['monton', 'mohon', 'lah', 'kenapa', 'saya', 'lose', 'strek', 'banyak', 'gimana', 'monton', 'kenapa', 'salah', 'saya', 'apa', 'ya', 'sussah', 'jadinya', 'naik', 'rank', 'ngestak', 'di', 'legend', 'mulu', 'jadi', 'nambah', 'stres', 'gampng', 'ngeleg', 'mending', 'pindah', 'ke', 'honor', 'of', 'king', 'biar', 'relaks']",<FreqDist with 33 samples and 36 outcomes>,"['monton', 'strek', 'gimana', 'monton', 'salah', 'sussah', 'ngestak', 'mulu', 'nambah', 'stres', 'gampng', 'mending', 'honor', 'of', 'king', 'relaks']","['moonton,', 'strek', 'bagaimana,', 'moonton,', 'salah', 'sussah', 'ngestak', 'melulu,', 'nambah', 'stres', 'gampng', 'lebihbaik,', 'honor', 'of', 'king', 'relaks']","['moonton', 'strek', 'bagaimana', 'moonton', 'salah', 'sussah', 'ngestak', 'melulu', 'nambah', 'stres', 'gampng', 'lebihbaik', 'honor', 'of', 'king', 'relaks']"
228,"Team matchnya g bgt plis... Jaringan baik baik aja tapi kalo main buset leg bener, legnya bahkan kadang sampe keluar sendiri dari game, MAU MASUK LAGI GA BISA WOI AP MKSD???? Aku solo player, ngarepnya sih ketemu solo player juga, BUKAN YG MABAR PLIS YA ALLAH CAPEK AK TUHHHHðŸ§ yg mau nyoba download, coba aj main seminggu, sp tau ntar rsj makin banyak pasien. Skian, trims.ðŸ™","team matchnya g bgt plis... jaringan baik baik aja tapi kalo main buset leg bener, legnya bahkan kadang sampe keluar sendiri dari game, mau masuk lagi ga bisa woi ap mksd???? aku solo player, ngarepnya sih ketemu solo player juga, bukan yg mabar plis ya allah capek ak tuhhhhðÿ§ yg mau nyoba download, coba aj main seminggu, sp tau ntar rsj makin banyak pasien. skian, trims.ðÿ™",team matchnya bgt plis jaringan baik baik aja tapi kalo main buset leg bener legnya bahkan kadang sampe keluar sendiri dari game mau masuk lagi ga bisa woi ap mksd aku solo player ngarepnya sih ketemu solo player juga bukan yg mabar plis ya allah capek ak tuhhhh yg mau nyoba download coba aj main seminggu sp tau ntar rsj makin banyak pasien skian trims,"['team', 'matchnya', 'bgt', 'plis', 'jaringan', 'baik', 'baik', 'aja', 'tapi', 'kalo', 'main', 'buset', 'leg', 'bener', 'legnya', 'bahkan', 'kadang', 'sampe', 'keluar', 'sendiri', 'dari', 'game', 'mau', 'masuk', 'lagi', 'ga', 'bisa', 'woi', 'ap', 'mksd', 'aku', 'solo', 'player', 'ngarepnya', 'sih', 'ketemu', 'solo', 'player', 'juga', 'bukan', 'yg', 'mabar', 'plis', 'ya', 'allah', 'capek', 'ak', 'tuhhhh', 'yg', 'mau', 'nyoba', 'download', 'coba', 'aj', 'main', 'seminggu', 'sp', 'tau', 'ntar', 'rsj', 'makin', 'banyak', 'pasien', 'skian', 'trims']",<FreqDist with 58 samples and 65 outcomes>,"['matchnya', 'bgt', 'plis', 'jaringan', 'kalo', 'buset', 'bener', 'legnya', 'sampe', 'woi', 'ap', 'mksd', 'player', 'ngarepnya', 'ketemu', 'player', 'plis', 'allah', 'capek', 'ak', 'tuhhhh', 'nyoba', 'coba', 'seminggu', 'sp', 'rsj', 'pasien', 'skian', 'trims']","['matchnya', 'banget,', 'tolonh,', 'jaringan', 'kalau,', 'buset', 'benar,', 'legnya', 'sampai,', 'woi', 'apa,', 'maksud,', 'pengguna,', 'ngarepnya', 'ketemu', 'pengguna,', 'tolonh,', 'allah', 'lelah,', 'aku,', 'tuhhhh', 'coba,', 'coba', 'seminggu', 'sp', 'rsj', 'pasien', 'skian', 'terimakasih,']","['matchnya', 'banget', 'tolonh', 'jaring', 'kalau', 'buset', 'benar', 'legnya', 'sampai', 'woi', 'apa', 'maksud', 'guna', 'ngarepnya', 'ketemu', 'guna', 'tolonh', 'allah', 'lelah', 'aku', 'tuhhhh', 'coba', 'coba', 'minggu', 'sp', 'rsj', 'pasien', 'ski', 'terimakasih']"
229,"Game taek,,","game taek,,",game taek,"['game', 'taek']",<FreqDist with 2 samples and 2 outcomes>,['taek'],['taek'],['taek']
230,Aku Seri tapi serial dihapus jadi kalo di download lagi malah ketinggalan event,aku seri tapi serial dihapus jadi kalo di download lagi malah ketinggalan event,aku seri tapi serial dihapus jadi kalo di download lagi malah ketinggalan event,"['aku', 'seri', 'tapi', 'serial', 'dihapus', 'jadi', 'kalo', 'di', 'download', 'lagi', 'malah', 'ketinggalan', 'event']",<FreqDist with 13 samples and 13 outcomes>,"['seri', 'serial', 'dihapus', 'kalo', 'ketinggalan', 'event']","['seri', 'serial', 'dihapus', 'kalau,', 'ketinggalan', 'kegiatan,']","['seri', 'serial', 'hapus', 'kalau', 'tinggal', 'giat']"
231,aku lose streak mulu :) gue kok tim nya poke sih? giliran tim musuh op parah.,aku lose streak mulu :) gue kok tim nya poke sih? giliran tim musuh op parah.,aku lose streak mulu gue kok tim nya poke sih giliran tim musuh op parah,"['aku', 'lose', 'streak', 'mulu', 'gue', 'kok', 'tim', 'nya', 'poke', 'sih', 'giliran', 'tim', 'musuh', 'op', 'parah']",<FreqDist with 14 samples and 15 outcomes>,"['streak', 'mulu', 'tim', 'poke', 'giliran', 'tim', 'op', 'parah']","['streak', 'melulu,', 'tim', 'poke', 'gilir,', 'tim', 'op', 'parah']","['streak', 'melulu', 'tim', 'poke', 'gilir', 'tim', 'op', 'parah']"
232,kaga bisa di download lg,kaga bisa di download lg,kaga bisa di download lg,"['kaga', 'bisa', 'di', 'download', 'lg']",<FreqDist with 5 samples and 5 outcomes>,"['kaga', 'lg']","['tidak,', 'lagi,']","['tidak', 'lagi']"
233,game Sangat jelekkkk bangett bgst,game sangat jelekkkk bangett bgst,game sangat jelekkkk bangett bgst,"['game', 'sangat', 'jelekkkk', 'bangett', 'bgst']",<FreqDist with 5 samples and 5 outcomes>,"['jelekkkk', 'bangett', 'bgst']","['jelekkkk', 'bangett', 'bangsat,']","['jelekkkk', 'bangett', 'bangsat']"
234,"Nih game suka liat data2 pemain, dah bener gua uninstal nih game, peraturan hukum buat formal doang","nih game suka liat data2 pemain, dah bener gua uninstal nih game, peraturan hukum buat formal doang",nih game suka liat data pemain dah bener gua uninstal nih game peraturan hukum buat formal doang,"['nih', 'game', 'suka', 'liat', 'data', 'pemain', 'dah', 'bener', 'gua', 'uninstal', 'nih', 'game', 'peraturan', 'hukum', 'buat', 'formal', 'doang']",<FreqDist with 15 samples and 17 outcomes>,"['nih', 'suka', 'liat', 'pemain', 'bener', 'gua', 'uninstal', 'nih', 'peraturan', 'hukum', 'formal']","['ini,', 'suka', 'lihat,', 'pemain,', 'benar,', 'saya,', 'uninstal', 'ini,', 'peraturan', 'hukum', 'formal']","['ini', 'suka', 'lihat', 'main', 'benar', 'saya', 'uninstal', 'ini', 'atur', 'hukum', 'formal']"
235,Game dark sistem,game dark sistem,game dark sistem,"['game', 'dark', 'sistem']",<FreqDist with 3 samples and 3 outcomes>,"['dark', 'sistem']","['dark', 'sistim,']","['dark', 'sistim']"
236,Dah malas main dark sistem semua,dah malas main dark sistem semua,dah malas main dark sistem semua,"['dah', 'malas', 'main', 'dark', 'sistem', 'semua']",<FreqDist with 6 samples and 6 outcomes>,"['malas', 'dark', 'sistem']","['malas', 'dark', 'sistim,']","['malas', 'dark', 'sistim']"
237,"Dear moonton: Tolong lah benerin sinyal di advan server setiap main di advance server pasti sinyal diatas 100 terus, padahal kalo main di original server sinyal bagus dibawah 50 terus, mohon dengan sangat untuk di fiks sinyal di advance server ðŸ‘ðŸ˜´","dear moonton: tolong lah benerin sinyal di advan server setiap main di advance server pasti sinyal diatas 100 terus, padahal kalo main di original server sinyal bagus dibawah 50 terus, mohon dengan sangat untuk di fiks sinyal di advance server ðÿ‘ðÿ˜´",dear moonton tolong lah benerin sinyal di advan server setiap main di advance server pasti sinyal diatas terus padahal kalo main di original server sinyal bagus dibawah terus mohon dengan sangat untuk di fiks sinyal di advance server,"['dear', 'moonton', 'tolong', 'lah', 'benerin', 'sinyal', 'di', 'advan', 'server', 'setiap', 'main', 'di', 'advance', 'server', 'pasti', 'sinyal', 'diatas', 'terus', 'padahal', 'kalo', 'main', 'di', 'original', 'server', 'sinyal', 'bagus', 'dibawah', 'terus', 'mohon', 'dengan', 'sangat', 'untuk', 'di', 'fiks', 'sinyal', 'di', 'advance', 'server']",<FreqDist with 25 samples and 38 outcomes>,"['advan', 'advance', 'diatas', 'kalo', 'original', 'dibawah', 'fiks', 'advance']","['advan', 'advance', 'diatas', 'kalau,', 'original', 'dibawah', 'fiks', 'advance']","['advan', 'advance', 'atas', 'kalau', 'original', 'bawah', 'fiks', 'advance']"
238,Kasih gw tim yg bnr lah mooonton gw kalah 6x kali,kasih gw tim yg bnr lah mooonton gw kalah 6x kali,kasih gw tim yg bnr lah mooonton gw kalah kali,"['kasih', 'gw', 'tim', 'yg', 'bnr', 'lah', 'mooonton', 'gw', 'kalah', 'kali']",<FreqDist with 9 samples and 10 outcomes>,"['tim', 'bnr', 'mooonton', 'kalah']","['tim', 'benar,', 'mooonton', 'kalah']","['tim', 'benar', 'mooonton', 'kalah']"
239,Dikasih dark sistem muluu,dikasih dark sistem muluu,dikasih dark sistem muluu,"['dikasih', 'dark', 'sistem', 'muluu']",<FreqDist with 4 samples and 4 outcomes>,"['dikasih', 'dark', 'sistem', 'muluu']","['dikasih', 'dark', 'sistim,', 'muluu']","['kasih', 'dark', 'sistim', 'muluu']"
240,Game nya bagus tapi kok sinyal 4G kok pink11 tapi ttep ngelek tolong di perbaiki moontonðŸ˜„,game nya bagus tapi kok sinyal 4g kok pink11 tapi ttep ngelek tolong di perbaiki moontonðÿ˜„,game nya bagus tapi kok sinyal kok pink tapi ttep ngelek tolong di perbaiki moonton,"['game', 'nya', 'bagus', 'tapi', 'kok', 'sinyal', 'kok', 'pink', 'tapi', 'ttep', 'ngelek', 'tolong', 'di', 'perbaiki', 'moonton']",<FreqDist with 13 samples and 15 outcomes>,"['pink', 'ttep', 'perbaiki']","['pink', 'ttep', 'perbaiki']","['pink', 'ttep', 'baik']"
241,bngst game ajg,bngst game ajg,bngst game ajg,"['bngst', 'game', 'ajg']",<FreqDist with 3 samples and 3 outcomes>,"['bngst', 'ajg']","['bngst', 'ajg']","['bngst', 'ajg']"
242,"Desain serta Hero yang beragam Tetapi memiliki masalah di gameplay terkhusus mode rank. Setidaknya tambahkan sistem/fitur penambah bintang bagi mvp yang kalah dan 2(Bintang) pengurangan bagi yang troll maupun feed. {Berbagai desain dan hero Namun memiliki masalah dalam gameplay, terutama mode rank. Setidaknya menambahkan sistem/fitur penambahan bintang untuk MVP yang kalah dan pengurangan 2 (Bintang) untuk troll}","desain serta hero yang beragam tetapi memiliki masalah di gameplay terkhusus mode rank. setidaknya tambahkan sistem/fitur penambah bintang bagi mvp yang kalah dan 2(bintang) pengurangan bagi yang troll maupun feed. {berbagai desain dan hero namun memiliki masalah dalam gameplay, terutama mode rank. setidaknya menambahkan sistem/fitur penambahan bintang untuk mvp yang kalah dan pengurangan 2 (bintang) untuk troll}",desain serta hero yang beragam tetapi memiliki masalah di gameplay terkhusus mode rank setidaknya tambahkan sistem fitur penambah bintang bagi mvp yang kalah dan bintang pengurangan bagi yang troll maupun feed berbagai desain dan hero namun memiliki masalah dalam gameplay terutama mode rank setidaknya menambahkan sistem fitur penambahan bintang untuk mvp yang kalah dan pengurangan bintang untuk troll,"['desain', 'serta', 'hero', 'yang', 'beragam', 'tetapi', 'memiliki', 'masalah', 'di', 'gameplay', 'terkhusus', 'mode', 'rank', 'setidaknya', 'tambahkan', 'sistem', 'fitur', 'penambah', 'bintang', 'bagi', 'mvp', 'yang', 'kalah', 'dan', 'bintang', 'pengurangan', 'bagi', 'yang', 'troll', 'maupun', 'feed', 'berbagai', 'desain', 'dan', 'hero', 'namun', 'memiliki', 'masalah', 'dalam', 'gameplay', 'terutama', 'mode', 'rank', 'setidaknya', 'menambahkan', 'sistem', 'fitur', 'penambahan', 'bintang', 'untuk', 'mvp', 'yang', 'kalah', 'dan', 'pengurangan', 'bintang', 'untuk', 'troll']",<FreqDist with 34 samples and 58 outcomes>,"['desain', 'hero', 'beragam', 'memiliki', 'terkhusus', 'tambahkan', 'sistem', 'fitur', 'penambah', 'kalah', 'pengurangan', 'troll', 'feed', 'desain', 'hero', 'memiliki', 'sistem', 'fitur', 'penambahan', 'kalah', 'pengurangan', 'troll']","['desain', 'hero', 'beragam', 'memiliki', 'terkhusus', 'tambahkan', 'sistim,', 'fitur', 'penambah', 'kalah', 'pengurangan', 'troll', 'feed', 'desain', 'hero', 'memiliki', 'sistim,', 'fitur', 'penambahan', 'kalah', 'pengurangan', 'troll']","['desain', 'hero', 'agam', 'milik', 'khusus', 'tambah', 'sistim', 'fitur', 'tambah', 'kalah', 'kurang', 'troll', 'feed', 'desain', 'hero', 'milik', 'sistim', 'fitur', 'tambah', 'kalah', 'kurang', 'troll']"
243,moonton hapus Hero lylia sama alpha please gak jelas hero taekðŸ˜”,moonton hapus hero lylia sama alpha please gak jelas hero taekðÿ˜”,moonton hapus hero lylia sama alpha please gak jelas hero taek,"['moonton', 'hapus', 'hero', 'lylia', 'sama', 'alpha', 'please', 'gak', 'jelas', 'hero', 'taek']",<FreqDist with 10 samples and 11 outcomes>,"['hapus', 'hero', 'lylia', 'alpha', 'gak', 'hero', 'taek']","['hapus', 'hero', 'lylia', 'alpha', 'tidak,', 'hero', 'taek']","['hapus', 'hero', 'lylia', 'alpha', 'tidak', 'hero', 'taek']"
244,Gamenya bagus tapi ngelek ngk jls padahal jaringan bagus bikin afk aja,gamenya bagus tapi ngelek ngk jls padahal jaringan bagus bikin afk aja,gamenya bagus tapi ngelek ngk jls padahal jaringan bagus bikin afk aja,"['gamenya', 'bagus', 'tapi', 'ngelek', 'ngk', 'jls', 'padahal', 'jaringan', 'bagus', 'bikin', 'afk', 'aja']",<FreqDist with 11 samples and 12 outcomes>,"['gamenya', 'jls', 'jaringan', 'bikin']","['gim,', 'jelas,', 'jaringan', 'buat,']","['gim', 'jelas', 'jaring', 'buat']"
245,"yg bener aje? gue setiap login solo rank selalu dapet tim dongo, cape ngegendong anjj y gw tau gw bukan proplayer tpi minimal ngerti lane lah, rotasi, pick up hero ny, build, ini mah ga sama sekali, GUA STRES TON, cape ton cape, bikin bete banget seharian, tpi cuma ml yg ngehibur gua, ngehibur bikin darah tinggi, y gppsi biar gw g darah rendah, apsi ah gjls, intiny kasi tim yg waras ton.","yg bener aje? gue setiap login solo rank selalu dapet tim dongo, cape ngegendong anjj y gw tau gw bukan proplayer tpi minimal ngerti lane lah, rotasi, pick up hero ny, build, ini mah ga sama sekali, gua stres ton, cape ton cape, bikin bete banget seharian, tpi cuma ml yg ngehibur gua, ngehibur bikin darah tinggi, y gppsi biar gw g darah rendah, apsi ah gjls, intiny kasi tim yg waras ton.",yg bener aje gue setiap login solo rank selalu dapet tim dongo cape ngegendong anjj gw tau gw bukan proplayer tpi minimal ngerti lane lah rotasi pick up hero ny build ini mah ga sama sekali gua stres ton cape ton cape bikin bete banget seharian tpi cuma ml yg ngehibur gua ngehibur bikin darah tinggi gppsi biar gw darah rendah apsi ah gjls intiny kasi tim yg waras ton,"['yg', 'bener', 'aje', 'gue', 'setiap', 'login', 'solo', 'rank', 'selalu', 'dapet', 'tim', 'dongo', 'cape', 'ngegendong', 'anjj', 'gw', 'tau', 'gw', 'bukan', 'proplayer', 'tpi', 'minimal', 'ngerti', 'lane', 'lah', 'rotasi', 'pick', 'up', 'hero', 'ny', 'build', 'ini', 'mah', 'ga', 'sama', 'sekali', 'gua', 'stres', 'ton', 'cape', 'ton', 'cape', 'bikin', 'bete', 'banget', 'seharian', 'tpi', 'cuma', 'ml', 'yg', 'ngehibur', 'gua', 'ngehibur', 'bikin', 'darah', 'tinggi', 'gppsi', 'biar', 'gw', 'darah', 'rendah', 'apsi', 'ah', 'gjls', 'intiny', 'kasi', 'tim', 'yg', 'waras', 'ton']",<FreqDist with 56 samples and 70 outcomes>,"['bener', 'aje', 'login', 'tim', 'dongo', 'cape', 'ngegendong', 'anjj', 'proplayer', 'tpi', 'minimal', 'ngerti', 'lane', 'rotasi', 'pick', 'up', 'hero', 'build', 'gua', 'stres', 'ton', 'cape', 'ton', 'cape', 'bikin', 'bete', 'banget', 'seharian', 'tpi', 'ngehibur', 'gua', 'ngehibur', 'bikin', 'darah', 'gppsi', 'darah', 'rendah', 'apsi', 'ah', 'gjls', 'intiny', 'tim', 'waras', 'ton']","['benar,', 'aje', 'login', 'tim', 'dongo', 'capek,', 'ngegendong', 'anjj', 'proplayer', 'tetapi,', 'minimal', 'mengerti,', 'lane', 'rotasi', 'pick', 'up', 'hero', 'build', 'saya,', 'stres', 'ton', 'capek,', 'ton', 'capek,', 'buat,', 'bosan,', 'banget', 'seharian', 'tetapi,', 'ngehibur', 'saya,', 'ngehibur', 'buat,', 'darah', 'gppsi', 'darah', 'rendah', 'apsi', 'ah', 'gjls', 'intiny', 'tim', 'waras', 'ton']","['benar', 'aje', 'login', 'tim', 'dongo', 'capek', 'ngegendong', 'anjj', 'proplayer', 'tetapi', 'minimal', 'erti', 'lane', 'rotasi', 'pick', 'up', 'hero', 'build', 'saya', 'stres', 'ton', 'capek', 'ton', 'capek', 'buat', 'bosan', 'banget', 'hari', 'tetapi', 'ngehibur', 'saya', 'ngehibur', 'buat', 'darah', 'gppsi', 'darah', 'rendah', 'apsi', 'ah', 'gjls', 'intiny', 'tim', 'waras', 'ton']"
246,Game nya bagus tapi aku di kasih tim yang kurang bagus poke ngetroll mohon diperbaiki lagi,game nya bagus tapi aku di kasih tim yang kurang bagus poke ngetroll mohon diperbaiki lagi,game nya bagus tapi aku di kasih tim yang kurang bagus poke ngetroll mohon diperbaiki lagi,"['game', 'nya', 'bagus', 'tapi', 'aku', 'di', 'kasih', 'tim', 'yang', 'kurang', 'bagus', 'poke', 'ngetroll', 'mohon', 'diperbaiki', 'lagi']",<FreqDist with 15 samples and 16 outcomes>,"['tim', 'poke', 'diperbaiki']","['tim', 'poke', 'diperbaiki']","['tim', 'poke', 'baik']"
247,MENANG SEKALI KALAH YA 8 KALI KALO KASIH TEMEN ITU YANG BENER MIN ajg,menang sekali kalah ya 8 kali kalo kasih temen itu yang bener min ajg,menang sekali kalah ya kali kalo kasih temen itu yang bener min ajg,"['menang', 'sekali', 'kalah', 'ya', 'kali', 'kalo', 'kasih', 'temen', 'itu', 'yang', 'bener', 'min', 'ajg']",<FreqDist with 13 samples and 13 outcomes>,"['menang', 'kalah', 'kalo', 'temen', 'bener', 'ajg']","['menang', 'kalah', 'kalau,', 'teman,', 'benar,', 'ajg']","['menang', 'kalah', 'kalau', 'teman', 'benar', 'ajg']"
248,game apa ini tim/toxic masa gara mati sekali dibilang ajg dark sistem,game apa ini tim/toxic masa gara mati sekali dibilang ajg dark sistem,game apa ini tim toxic masa gara mati sekali dibilang ajg dark sistem,"['game', 'apa', 'ini', 'tim', 'toxic', 'masa', 'gara', 'mati', 'sekali', 'dibilang', 'ajg', 'dark', 'sistem']",<FreqDist with 13 samples and 13 outcomes>,"['tim', 'toxic', 'gara', 'dibilang', 'ajg', 'dark', 'sistem']","['tim', 'toxic', 'karena,', 'dibilang', 'ajg', 'dark', 'sistim,']","['tim', 'toxic', 'karena', 'bilang', 'ajg', 'dark', 'sistim']"
249,Kalah terus,kalah terus,kalah terus,"['kalah', 'terus']",<FreqDist with 2 samples and 2 outcomes>,['kalah'],['kalah'],['kalah']
